Id	Description	Name	Title	NpcType	Level	AttackDisType	SkillstrategyIndex	CombatAttrIndex	AttackIntervalTime	ForceId	PathRadius	AlertRadius	IsRanbdMove	RandMoveDis	CorpseTime	ReviveTime	ReviveRate	ReviveTimeBegin_01	ReviveTimeEnd_01	ReviveTimeBegin_02	ReviveTimeEnd_02	DialogID	DialogRadius	DropItemNormalId	FirstDropItemNormalId	DropItemCopyId	IsAttackFly	BelongType	IsImmuneJT	CombatNPC	MissionNpcFlag	Exp	ExpFactor	EnhanceID1	EnhanceID2	EnhanceID3	EnhanceID4	EnhanceID5	EnhanceID6	SilverCoinMin	SilverCoinMax	SilverCoinFactor	GoldCoinRate	GoldCoinDrop	GoldCoinFactor	NpcPaoPaoId	IsCanBeClientSel	IsNoALevelReduc	IsNoPernoctation	IsDisableFaceto	IsCanCatch	CatchFellowId	HuntCollectId	IsCleanLeaveCombat	BornAnimId	BornAnimTime	ScriptID	FinalAttackDrop	ImpactId_01	ImpactId_02	IsDiscareServerLevel	IsLogDropInfo
2254	魔神降临（挑战2）-BOSS-魔化文敏	魔化文敏	<我擅长大范围回复生命，昏睡可打断>	2	206	1	134	856	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131426	-1	-1	1	1	1	1	0	104368	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876503	-1	0	1
2255	魔神降临（挑战2）-BOSS-魔化齐昊	魔化齐昊	<放大玩家受到的伤害>	2	206	0	135	856	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131426	-1	-1	1	1	1	1	0	104368	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2256	魔神降临（挑战2）-BOSS-魔化鬼厉	魔化鬼厉	<吸食目标玩家的气血值并回复自身气血值>	2	206	0	136	856	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131426	-1	-1	1	1	1	1	0	104368	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2257	魔神降临（挑战2）-BOSS-魔化毒神	魔化毒神	<喷射毒气降低玩家攻击力>	2	206	0	137	856	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131426	-1	-1	1	1	1	1	0	104368	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2258	魔神降临（挑战2）-BOSS-魔化秦无炎	魔化秦无炎	<标记玩家，使其周围玩家受到伤害>	2	206	0	138	856	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131426	-1	-1	1	1	1	1	0	104368	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2259	魔神降临（挑战2）-BOSS-魔化青云弟子	魔化青云弟子		0	206	0	1	850	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	19450	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1
2260	魔神降临（挑战2）-BOSS-魔化合欢弟子	魔化合欢弟子		0	206	0	1	850	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	19450	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1
2261	魔神降临（挑战2）-BOSS-魔化鬼王弟子	魔化鬼王弟子		0	206	0	1	850	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	19450	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1
2262	魔神降临（挑战2）-BOSS-魔化天音弟子	魔化天音弟子		0	206	0	1	850	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	19450	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1
2263	魔神降临（挑战3）-BOSS-魔化碧瑶	魔化碧瑶	<对自身周围造成伤害并定身>	2	231	1	127	866	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131476	-1	-1	1	1	1	1	0	129724	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2264	魔神降临（挑战3）-BOSS-魔化陆雪琪	魔化陆雪琪	<擅长群体伤害>	2	231	1	128	866	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131476	-1	-1	1	1	1	1	0	129724	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2265	魔神降临（挑战3）-BOSS-魔化田灵儿	魔化田灵儿	<对自身周围玩家释放流血伤害>	2	231	1	129	866	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131476	-1	-1	1	1	1	1	0	129724	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2266	魔神降临（挑战3）-BOSS-魔化林惊羽	魔化林惊羽	<对面前玩家造成大量伤害>	2	231	0	130	866	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131476	-1	-1	1	1	1	1	0	129724	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2267	魔神降临（挑战3）-BOSS-魔化道玄	魔化道玄	<诛仙剑阵，注意躲避>	2	231	0	131	866	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131476	-1	-1	1	1	1	1	0	129724	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2268	魔神降临（挑战3）-BOSS-魔化普智	魔化普智	<擅长无量真言>	2	231	0	132	866	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131476	-1	-1	1	1	1	1	0	129724	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2269	魔神降临（挑战3）-BOSS-魔化鬼王	魔化鬼王	<我是一个聚灵咒鬼王，你懂得>	2	231	0	133	866	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131476	-1	-1	1	1	1	1	0	129724	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2270	魔神降临（挑战3）-BOSS-魔化文敏	魔化文敏	<我擅长大范围回复生命，昏睡可打断>	2	231	1	134	866	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131476	-1	-1	1	1	1	1	0	129724	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876503	-1	0	1
2271	魔神降临（挑战3）-BOSS-魔化齐昊	魔化齐昊	<放大玩家受到的伤害>	2	231	0	135	866	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131476	-1	-1	1	1	1	1	0	129724	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2272	魔神降临（挑战3）-BOSS-魔化鬼厉	魔化鬼厉	<吸食目标玩家的气血值并回复自身气血值>	2	231	0	136	866	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131476	-1	-1	1	1	1	1	0	129724	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2273	魔神降临（挑战3）-BOSS-魔化毒神	魔化毒神	<喷射毒气降低玩家攻击力>	2	231	0	137	866	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131476	-1	-1	1	1	1	1	0	129724	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2274	魔神降临（挑战3）-BOSS-魔化秦无炎	魔化秦无炎	<标记玩家，使其周围玩家受到伤害>	2	231	0	138	866	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131476	-1	-1	1	1	1	1	0	129724	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2275	魔神降临（挑战3）-BOSS-魔化青云弟子	魔化青云弟子		0	231	0	1	860	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	24176	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1
2276	魔神降临（挑战3）-BOSS-魔化合欢弟子	魔化合欢弟子		0	231	0	1	860	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	24176	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1
2277	魔神降临（挑战3）-BOSS-魔化鬼王弟子	魔化鬼王弟子		0	231	0	1	860	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	24176	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1
2278	魔神降临（挑战3）-BOSS-魔化天音弟子	魔化天音弟子		0	231	0	1	860	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	24176	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1
2279	魔神降临（挑战1）-BOSS-魔神	魔神	<反弹目标玩家的伤害，召唤小弟>	2	171	0	139	847	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131347	-1	-1	1	1	1	1	0	129724	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2280	魔神降临（挑战2）-BOSS-魔神	魔神	<反弹目标玩家的伤害，召唤小弟>	2	211	0	139	857	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131427	-1	-1	1	1	1	1	0	129724	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2281	魔神降临（挑战3）-BOSS-魔神	魔神	<反弹目标玩家的伤害，召唤小弟>	2	236	0	139	867	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131477	-1	-1	1	1	1	1	0	129724	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
2283	大世界宠物-普通-缥缈之影（捕捉前）	缥缈之影	<点我点我↓↓>	0	90	0	-1	18	1200	1	0	0	1	3	0	10000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	0	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	1	2282	-1	0	-1	0	-1	-1	-1	-1	0	0
2285	大世界宠物-稀有-缥缈之影（捕捉前）	稀有缥缈	<点我点我↓↓>	0	90	0	-1	18	1200	1	0	0	1	3	0	1750000	0.3	900	2359	1	100	-1	2	-1	-1	-1	0	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	1	2284	-1	0	-1	0	-1	-1	-1	-1	0	0
2287	大世界宠物-普通-御天雷神（捕捉前）	御天雷神	<点我点我↓↓>	0	90	0	-1	18	1200	1	0	0	1	3	0	10000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	0	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	1	2286	-1	0	-1	0	-1	-1	-1	-1	0	0
2289	大世界宠物-稀有-稀有雷神（捕捉前）	稀有雷神	<点我点我↓↓>	0	90	0	-1	18	1200	1	0	0	1	3	0	1800000	0.3	900	2359	1	100	-1	2	-1	-1	-1	0	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	1	2288	-1	0	-1	0	-1	-1	-1	-1	0	0
2290	大世界宠物-普通-猎鹰（捕捉前）	猎鹰	<点我点我↓↓>	0	90	0	-1	18	1200	1	0	0	1	3	0	10000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	0	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	1	2291	-1	0	-1	0	-1	-1	-1	-1	0	0
2292	大世界宠物-稀有-猎鹰（捕捉前）	稀有猎鹰	<点我点我↓↓>	0	90	0	-1	18	1200	1	0	0	1	3	0	1780000	0.3	900	2359	1	100	-1	2	-1	-1	-1	0	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	1	2293	-1	0	-1	0	-1	-1	-1	-1	0	0
2295	大世界宠物-普通-应龙（捕捉前）	应龙	<点我点我↓↓>	0	90	0	-1	18	1200	1	0	0	1	3	0	10000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	0	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	1	2294	-1	0	-1	0	-1	-1	-1	-1	0	0
2297	大世界宠物-稀有-应龙（捕捉前）	稀有应龙	<点我点我↓↓>	0	90	0	-1	18	1200	1	0	0	1	3	0	1900000	0.3	900	2359	1	100	-1	2	-1	-1	-1	0	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	1	2296	-1	0	-1	0	-1	-1	-1	-1	0	0
2298	王者争霸用-空NPC_Front			0	99	0	-1	5	1200	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	0	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
2299	王者争霸用-空NPC_Left			0	99	0	-1	5	1200	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	0	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
2300	王者争霸用-空NPC_Mid			0	99	0	-1	5	1200	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	0	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
2301	王者争霸用-空NPC_Right			0	99	0	-1	5	1200	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	0	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
2302	王者争霸用-空NPC_Top			0	99	0	-1	5	1200	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	0	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
2303	王者争霸用-空NPC		<王者争霸赛季决赛冠军！>	0	99	0	-1	5	1200	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	0	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
2305	双旦节宠物-普通-雪人（捕捉前）	雪人	<点我点我↓↓>	0	90	0	-1	18	1200	1	0	0	1	3	0	10000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	0	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	1	2304	-1	0	-1	0	-1	-1	-1	-1	0	0
2307	双旦节宠物-稀有-雪人（捕捉前）	稀有雪人	<点我点我↓↓>	0	90	0	-1	18	1200	1	0	0	1	3	0	178000	0.3	900	2359	1	100	-1	2	-1	-1	-1	0	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	1	2306	-1	0	-1	0	-1	-1	-1	-1	0	0
2309	蟠龙峰-田灵儿	田灵儿		0	99	0	-1	5	1200	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	368	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
2310	河阳城-挨打的毕纬天	毕纬天	<炼器师>	0	99	0	57	146	1200	3	0	0	0	0	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
2311	夫妻副本BOSS-桃花小花花（1）-最简单	桃花小花花	<击败我>	2	30	1	76	3630	1200	3	100	100	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	29	1	1	1	1	0	0	0	2101	2102	2103	2104	2105	2106	0	0	0	0	0	0	-1	1	7	0	0	0	-1	-1	1	-1	0	-1	-1	-1	-1	0	1
2312	夫妻副本BOSS-桃花小花花（2）	桃花小花花	<击败我>	2	30	1	76	3630	1200	3	100	100	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	30	1	1	1	1	0	0	0	2101	2102	2103	2104	2105	2106	0	0	0	0	0	0	-1	1	7	0	0	0	-1	-1	1	-1	0	-1	-1	-1	-1	0	1
2313	夫妻副本BOSS-桃花小花花（3）	桃花小花花	<击败我>	2	30	1	76	3630	1200	3	100	100	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	31	1	1	1	1	0	0	0	2101	2102	2103	2104	2105	2106	0	0	0	0	0	0	-1	1	7	0	0	0	-1	-1	1	-1	0	-1	-1	-1	-1	0	1
2314	夫妻副本BOSS-桃花小花花（4）	桃花小花花	<击败我>	2	30	1	76	3630	1200	3	100	100	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	32	1	1	1	1	0	0	0	2101	2102	2103	2104	2105	2106	0	0	0	0	0	0	-1	1	7	0	0	0	-1	-1	1	-1	0	-1	-1	-1	-1	0	1
2315	夫妻副本BOSS-桃花小花花（5）	桃花小花花	<击败我>	2	30	1	76	3630	1200	3	100	100	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	33	1	1	1	1	0	0	0	2101	2102	2103	2104	2105	2106	0	0	0	0	0	0	-1	1	7	0	0	0	-1	-1	1	-1	0	-1	-1	-1	-1	0	1
2316	夫妻副本BOSS-桃花小花花（6）-最难	桃花小花花	<击败我>	2	30	1	76	3630	1200	3	100	100	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	34	1	1	1	1	0	0	0	2101	2102	2103	2104	2105	2106	0	0	0	0	0	0	-1	1	7	0	0	0	-1	-1	1	-1	0	-1	-1	-1	-1	0	1
2317	夫妻副本陷阱1	桃花阵·壹	<需做出“公主抱”>	0	99	0	-1	5	1200	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	0	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
2318	夫妻副本陷阱2	桃花阵·贰	<需做出“壁咚”>	0	99	0	-1	5	1200	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	0	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
2319	夫妻副本陷阱3	桃花阵·叁	<需做出“打坐”>	0	99	0	-1	5	1200	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	0	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
2320	夫妻副本陷阱4	桃花阵·肆	<需做出“依偎”>	0	99	0	-1	5	1200	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	0	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
2321	夫妻副本陷阱5	桃花阵·伍	<需做出“公主抱”>	0	99	0	-1	5	1200	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	0	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
2322	河阳城-情人节-若初见	若初见	<情人节活动大使>	0	99	0	-1	5	2000	1	20	5	0	0	3000	2000	1	-1	-1	-1	-1	369	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	1034	-1	-1	-1	0	0
2323	长生界主线-NPC-受伤的蘑菇人	受伤的蘑菇人		0	150	0	-1	5	1200	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	370	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
2324	长生界主线-NPC-小魔古（水泽区）	小魔古		0	150	0	-1	5	1200	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	371	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
2325	长生界主线-NPC-小魔古（古寨区）	小魔古		0	150	0	-1	5	1200	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	372	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
2326	长生界主线-NPC-魔古长老	魔古长老		0	150	0	-1	5	1200	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	373	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
2327	长生界主线-NPC-瞿如铁卫	瞿如铁卫		0	150	0	-1	5	1200	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	374	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
2328	长生界主线-NPC-鹰皇	鹰皇	<瞿如族首领>	0	150	0	-1	5	1200	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	375	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
2329	长生界主线-NPC-蛮族守卫	蛮族守卫		0	150	0	-1	5	1200	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	376	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
2330	长生界主线-NPC-奇怪蛮族守卫	奇怪蛮族守卫		0	150	0	-1	5	1200	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	377	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
2331	长生界主线-NPC-被囚禁的王	被囚禁的王	<魔古族族长>	0	150	0	-1	5	1200	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	378	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
2332	长生界主线-NPC-魔古王	魔古王	<魔古族族长>	0	150	0	-1	5	1200	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	379	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
2333	长生界主线-NPC-貔	貔	<天禄族首领>	0	150	0	-1	5	1200	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	380	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
2334	长生界主线-NPC-尾	尾		0	150	0	-1	5	1200	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	381	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
2335	长生界主线-NPC-混沌	混沌	<娲皇族皇子>	0	150	0	-1	5	1200	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	382	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
2336	长生界主线-NPC-蛮王	蛮王	<蛮族头目>	0	150	0	-1	5	1200	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	383	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
2337	长生界主线-副本怪-蛮族战士	蛮族战士		2	150	0	1	103	2000	3	100	12	1	5	3000	2000	1	-1	-1	-1	-1	-1	3	-1	-1	-1	1	1	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
